date,product_name,category,quantity,unit_price,unit_cost,total_price,total_cost,employee,hour,day_of_week,profit,date_only
2025-06-14 21:31:23.631570,Beefeater,Gin,1,4173,2633.961083872343,4173,2633.961083872343,David Kiprop,21,5,1539.038916127657,2025-06-14
2025-06-14 21:31:23.631570,Glenfiddich 12,Whisky,1,5043,3759.2422916725,5043,3759.2422916725,John Kamau,21,5,1283.7577083275,2025-06-14
2025-06-14 21:31:23.631570,Ciroc,Vodka,1,3777,2490.072366206828,3777,2490.072366206828,John Kamau,21,5,1286.927633793172,2025-06-14
2025-06-14 22:31:23.631570,Absolut,Vodka,1,1815,1244.3033720318701,1815,1244.3033720318701,David Kiprop,22,5,570.6966279681299,2025-06-14
2025-06-15 00:31:23.631570,White Cap,Beer,2,189,134.58652512239473,378,269.17305024478947,Grace Muthoni,0,6,108.82694975521053,2025-06-15
2025-06-15 01:31:23.631570,Hennessy VS,Cognac,1,11768,8764.668668382657,11768,8764.668668382657,Jane Wanjiru,1,6,3003.3313316173426,2025-06-15
2025-06-15 01:31:23.631570,Hendricks,Gin,1,3335,2071.497343543625,3335,2071.497343543625,Michael Otieno,1,6,1263.502656456375,2025-06-15
2025-06-15 01:31:23.631570,Heineken,Beer,1,164,98.78465560583336,164,98.78465560583336,John Kamau,1,6,65.21534439416664,2025-06-15
2025-06-15 04:31:23.631570,Hennessy XO,Cognac,1,7758,5482.588630413605,7758,5482.588630413605,Sarah Njeri,4,6,2275.4113695863953,2025-06-15
2025-06-15 04:31:23.631570,Jack Daniels,Whisky,2,5714,3491.8636710012884,11428,6983.727342002577,Grace Muthoni,4,6,4444.272657997423,2025-06-15
2025-06-15 04:31:23.631570,Remy Martin VSOP,Cognac,1,12970,9562.054048770426,12970,9562.054048770426,David Kiprop,4,6,3407.9459512295743,2025-06-15
2025-06-15 06:31:23.631570,Corona,Beer,1,182,117.68981738283756,182,117.68981738283756,Peter Omondi,6,6,64.31018261716244,2025-06-15
2025-06-15 07:31:23.631570,Bombay Sapphire,Gin,1,3246,2081.362041006862,3246,2081.362041006862,John Kamau,7,6,1164.637958993138,2025-06-15
2025-06-15 07:31:23.631570,Jameson,Whisky,1,2770,1711.6914091873641,2770,1711.6914091873641,Peter Omondi,7,6,1058.3085908126359,2025-06-15
2025-06-15 07:31:23.631570,Beefeater,Gin,2,2585,1830.8506218316795,5170,3661.701243663359,Grace Muthoni,7,6,1508.298756336641,2025-06-15
2025-06-15 07:31:23.631570,Jack Daniels,Whisky,2,1702,1147.266015751829,3404,2294.532031503658,Peter Omondi,7,6,1109.467968496342,2025-06-15
2025-06-15 07:31:23.631570,Courvoisier,Cognac,2,6988,4309.035758374962,13976,8618.071516749924,John Kamau,7,6,5357.928483250076,2025-06-15
2025-06-15 07:31:23.631570,Ciroc,Vodka,1,3939,2381.969934363007,3939,2381.969934363007,Grace Muthoni,7,6,1557.0300656369932,2025-06-15
2025-06-15 07:31:23.631570,Russian Standard,Vodka,1,3790,2594.2221626685737,3790,2594.2221626685737,David Kiprop,7,6,1195.7778373314263,2025-06-15
2025-06-15 07:31:23.631570,Nederburg Cabernet,Wine,2,2723,1735.623410995858,5446,3471.246821991716,David Kiprop,7,6,1974.753178008284,2025-06-15
2025-06-15 07:31:23.631570,Absolut,Vodka,1,3796,2393.2230613639776,3796,2393.2230613639776,Peter Omondi,7,6,1402.7769386360224,2025-06-15
2025-06-15 08:31:23.631570,Tanqueray,Gin,1,2283,1607.7291003194468,2283,1607.7291003194468,Grace Muthoni,8,6,675.2708996805532,2025-06-15
2025-06-15 08:31:23.631570,Bombay Sapphire,Gin,2,2919,2105.23550819228,5838,4210.47101638456,John Kamau,8,6,1627.5289836154398,2025-06-15
2025-06-15 08:31:23.631570,White Cap,Beer,1,334,223.27238198119377,334,223.27238198119377,Mary Akinyi,8,6,110.72761801880623,2025-06-15
2025-06-15 08:31:23.631570,Heineken,Beer,1,257,188.60814939178863,257,188.60814939178863,Peter Omondi,8,6,68.39185060821137,2025-06-15
2025-06-15 08:31:23.631570,Nederburg Cabernet,Wine,1,2154,1331.8466181637875,2154,1331.8466181637875,Michael Otieno,8,6,822.1533818362125,2025-06-15
2025-06-15 08:31:23.631570,Ciroc,Vodka,1,2496,1538.803440543162,2496,1538.803440543162,Grace Muthoni,8,6,957.196559456838,2025-06-15
2025-06-15 08:31:23.631570,Hennessy XO,Cognac,1,3806,2750.6046298651513,3806,2750.6046298651513,Peter Omondi,8,6,1055.3953701348487,2025-06-15
2025-06-15 08:31:23.631570,Tanqueray,Gin,1,2868,1791.6349480220933,2868,1791.6349480220933,David Kiprop,8,6,1076.3650519779067,2025-06-15
2025-06-15 08:31:23.631570,Remy Martin VSOP,Cognac,1,8030,5085.5288577119945,8030,5085.5288577119945,Jane Wanjiru,8,6,2944.4711422880055,2025-06-15
2025-06-15 09:31:23.631570,Four Cousins,Wine,1,2057,1525.1347891422079,2057,1525.1347891422079,Jane Wanjiru,9,6,531.8652108577921,2025-06-15
2025-06-15 09:31:23.631570,Hennessy VS,Cognac,1,14137,9665.683200377873,14137,9665.683200377873,David Kiprop,9,6,4471.316799622127,2025-06-15
2025-06-15 09:31:23.631570,Ciroc,Vodka,1,2136,1362.954498624564,2136,1362.954498624564,Grace Muthoni,9,6,773.0455013754361,2025-06-15
2025-06-15 09:31:23.631570,Jack Daniels,Whisky,1,2491,1680.3969042266897,2491,1680.3969042266897,Peter Omondi,9,6,810.6030957733103,2025-06-15
2025-06-15 09:31:23.631570,Hennessy XO,Cognac,1,9780,7331.685291566798,9780,7331.685291566798,David Kiprop,9,6,2448.314708433202,2025-06-15
2025-06-15 09:31:23.631570,Drostdy-Hof,Wine,1,1498,1011.7519765195252,1498,1011.7519765195252,Michael Otieno,9,6,486.2480234804748,2025-06-15
2025-06-15 10:31:23.631570,Ciroc,Vodka,1,1854,1364.9887428873265,1854,1364.9887428873265,Michael Otieno,10,6,489.01125711267355,2025-06-15
2025-06-15 10:31:23.631570,Chivas Regal,Whisky,1,4674,3176.6382363636444,4674,3176.6382363636444,Grace Muthoni,10,6,1497.3617636363556,2025-06-15
2025-06-15 10:31:23.631570,Chivas Regal,Whisky,3,3977,2530.5980722201853,11931,7591.794216660555,Peter Omondi,10,6,4339.205783339445,2025-06-15
2025-06-15 10:31:23.631570,Hendricks,Gin,1,1935,1268.2922058718225,1935,1268.2922058718225,Grace Muthoni,10,6,666.7077941281775,2025-06-15
2025-06-15 10:31:23.631570,Hendricks,Gin,2,1500,982.751204861832,3000,1965.502409723664,Sarah Njeri,10,6,1034.497590276336,2025-06-15
2025-06-15 10:31:23.631570,Martell,Cognac,3,5431,3583.5023320374553,16293,10750.506996112366,Sarah Njeri,10,6,5542.493003887634,2025-06-15
2025-06-15 10:31:23.631570,Absolut,Vodka,2,3799,2365.2863924287,7598,4730.5727848574,Peter Omondi,10,6,2867.4272151426003,2025-06-15
2025-06-15 10:31:23.631570,Chivas Regal,Whisky,1,5482,3322.729398900482,5482,3322.729398900482,Michael Otieno,10,6,2159.270601099518,2025-06-15
2025-06-15 10:31:23.631570,Jack Daniels,Whisky,1,1859,1176.814216113653,1859,1176.814216113653,Jane Wanjiru,10,6,682.185783886347,2025-06-15
2025-06-15 10:31:23.631570,Courvoisier,Cognac,1,12061,7646.364831699349,12061,7646.364831699349,John Kamau,10,6,4414.635168300651,2025-06-15
2025-06-15 11:31:23.631570,Chivas Regal,Whisky,1,1688,1110.7213896832961,1688,1110.7213896832961,Mary Akinyi,11,6,577.2786103167039,2025-06-15
2025-06-15 11:31:23.631570,Hennessy VS,Cognac,2,4885,3426.111933260533,9770,6852.223866521066,Sarah Njeri,11,6,2917.776133478934,2025-06-15
2025-06-15 11:31:23.631570,White Cap,Beer,1,334,246.72715027575597,334,246.72715027575597,John Kamau,11,6,87.27284972424403,2025-06-15
2025-06-15 11:31:23.631570,Ciroc,Vodka,1,4369,3053.920544568499,4369,3053.920544568499,Sarah Njeri,11,6,1315.0794554315012,2025-06-15
2025-06-15 11:31:23.631570,White Cap,Beer,3,239,161.92139670206586,717,485.7641901061976,Michael Otieno,11,6,231.2358098938024,2025-06-15
2025-06-15 11:31:23.631570,Guinness,Beer,1,262,160.85893877477184,262,160.85893877477184,Grace Muthoni,11,6,101.14106122522816,2025-06-15
2025-06-15 11:31:23.631570,Heineken,Beer,1,289,211.66228547725788,289,211.66228547725788,Jane Wanjiru,11,6,77.33771452274212,2025-06-15
2025-06-15 12:31:23.631570,Tanqueray,Gin,1,3156,2225.14939670911,3156,2225.14939670911,John Kamau,12,6,930.8506032908899,2025-06-15
2025-06-15 12:31:23.631570,Tanqueray,Gin,2,3355,2459.4262430114204,6710,4918.852486022841,Grace Muthoni,12,6,1791.1475139771592,2025-06-15
2025-06-15 12:31:23.631570,Beefeater,Gin,2,4291,3122.3000960492095,8582,6244.600192098419,David Kiprop,12,6,2337.399807901581,2025-06-15
2025-06-15 12:31:23.631570,Glenfiddich 12,Whisky,1,2848,2092.6623493387683,2848,2092.6623493387683,Grace Muthoni,12,6,755.3376506612317,2025-06-15
2025-06-15 12:31:23.631570,Skyy,Vodka,1,1253,770.8715764816707,1253,770.8715764816707,Mary Akinyi,12,6,482.1284235183293,2025-06-15
2025-06-15 12:31:23.631570,Russian Standard,Vodka,3,1098,705.5617845392607,3294,2116.685353617782,Jane Wanjiru,12,6,1177.3146463822181,2025-06-15
2025-06-15 12:31:23.631570,Hendricks,Gin,1,1977,1391.3815208757683,1977,1391.3815208757683,Grace Muthoni,12,6,585.6184791242317,2025-06-15
2025-06-15 12:31:23.631570,Guinness,Beer,3,357,223.62079728087184,1071,670.8623918426156,Mary Akinyi,12,6,400.1376081573844,2025-06-15
2025-06-15 12:31:23.631570,Guinness,Beer,1,217,140.79176017508416,217,140.79176017508416,John Kamau,12,6,76.20823982491584,2025-06-15
2025-06-15 12:31:23.631570,Courvoisier,Cognac,1,6487,4616.315127460189,6487,4616.315127460189,Grace Muthoni,12,6,1870.6848725398113,2025-06-15
2025-06-15 12:31:23.631570,Remy Martin VSOP,Cognac,1,3718,2547.7457080801923,3718,2547.7457080801923,Peter Omondi,12,6,1170.2542919198077,2025-06-15
2025-06-15 12:31:23.631570,Chivas Regal,Whisky,1,5755,4002.314132648974,5755,4002.314132648974,David Kiprop,12,6,1752.685867351026,2025-06-15
2025-06-15 12:31:23.631570,Beefeater,Gin,1,2145,1600.0661459915993,2145,1600.0661459915993,Mary Akinyi,12,6,544.9338540084007,2025-06-15
2025-06-15 12:31:23.631570,Heineken,Beer,1,258,189.86602308470802,258,189.86602308470802,Jane Wanjiru,12,6,68.13397691529198,2025-06-15
2025-06-15 12:31:23.631570,White Cap,Beer,2,176,118.86961925797708,352,237.73923851595416,David Kiprop,12,6,114.26076148404584,2025-06-15
2025-06-15 12:31:23.631570,Tusker,Beer,1,177,129.14364885265903,177,129.14364885265903,Jane Wanjiru,12,6,47.85635114734097,2025-06-15
2025-06-15 13:31:23.631570,Glenfiddich 12,Whisky,1,2015,1216.3495008539069,2015,1216.3495008539069,David Kiprop,13,6,798.6504991460931,2025-06-15
2025-06-15 13:31:23.631570,Martell,Cognac,1,13812,10347.709748269932,13812,10347.709748269932,Grace Muthoni,13,6,3464.290251730068,2025-06-15
2025-06-15 13:31:23.631570,Four Cousins,Wine,3,3005,2215.375123891867,9015,6646.125371675602,Jane Wanjiru,13,6,2368.874628324398,2025-06-15
2025-06-15 13:31:23.631570,Four Cousins,Wine,2,2946,2188.762449199885,5892,4377.52489839977,John Kamau,13,6,1514.4751016002301,2025-06-15
2025-06-15 13:31:23.631570,Jack Daniels,Whisky,1,4620,3441.8917895972627,4620,3441.8917895972627,Michael Otieno,13,6,1178.1082104027373,2025-06-15
2025-06-15 13:31:23.631570,Remy Martin VSOP,Cognac,3,5670,3466.0819907332116,17010,10398.245972199635,John Kamau,13,6,6611.754027800365,2025-06-15
2025-06-15 13:31:23.631570,Beefeater,Gin,1,3400,2474.079702473597,3400,2474.079702473597,Mary Akinyi,13,6,925.9202975264029,2025-06-15
2025-06-15 13:31:23.631570,Chivas Regal,Whisky,1,4527,2969.273017100214,4527,2969.273017100214,Michael Otieno,13,6,1557.726982899786,2025-06-15
2025-06-15 13:31:23.631570,Heineken,Beer,2,383,269.78691181897716,766,539.5738236379543,Mary Akinyi,13,6,226.42617636204568,2025-06-15
2025-06-15 13:31:23.631570,KWV Red,Wine,1,2695,1701.4553915960091,2695,1701.4553915960091,Sarah Njeri,13,6,993.5446084039909,2025-06-15
2025-06-15 13:31:23.631570,Drostdy-Hof,Wine,1,2486,1684.8851273664375,2486,1684.8851273664375,Peter Omondi,13,6,801.1148726335625,2025-06-15
2025-06-15 13:31:23.631570,Bombay Sapphire,Gin,1,2509,1824.7968773199013,2509,1824.7968773199013,Grace Muthoni,13,6,684.2031226800987,2025-06-15
2025-06-15 14:31:23.631570,Ciroc,Vodka,1,1245,801.8282769163942,1245,801.8282769163942,David Kiprop,14,6,443.1717230836058,2025-06-15
2025-06-15 14:31:23.631570,Russian Standard,Vodka,1,3806,2429.868544098076,3806,2429.868544098076,Michael Otieno,14,6,1376.1314559019238,2025-06-15
2025-06-15 14:31:23.631570,Glenfiddich 12,Whisky,2,3655,2473.343470175509,7310,4946.686940351018,Peter Omondi,14,6,2363.313059648982,2025-06-15
2025-06-15 14:31:23.631570,Four Cousins,Wine,2,835,582.4079823299151,1670,1164.8159646598301,John Kamau,14,6,505.1840353401699,2025-06-15
2025-06-15 14:31:23.631570,Smirnoff,Vodka,1,3559,2162.5027802953823,3559,2162.5027802953823,Jane Wanjiru,14,6,1396.4972197046177,2025-06-15
2025-06-15 14:31:23.631570,Corona,Beer,1,264,173.2730849245418,264,173.2730849245418,Peter Omondi,14,6,90.72691507545821,2025-06-15
2025-06-15 14:31:23.631570,Corona,Beer,1,215,150.6728428632702,215,150.6728428632702,Peter Omondi,14,6,64.3271571367298,2025-06-15
2025-06-15 15:31:23.631570,Johnnie Walker Black,Whisky,1,4936,3688.554993705117,4936,3688.554993705117,John Kamau,15,6,1247.4450062948831,2025-06-15
2025-06-15 15:31:23.631570,Bombay Sapphire,Gin,1,3297,1993.2838986073568,3297,1993.2838986073568,Jane Wanjiru,15,6,1303.7161013926432,2025-06-15
2025-06-15 15:31:23.631570,Four Cousins,Wine,1,2515,1623.4069154104732,2515,1623.4069154104732,John Kamau,15,6,891.5930845895268,2025-06-15
2025-06-15 15:31:23.631570,Martell,Cognac,1,4991,3614.3841296855785,4991,3614.3841296855785,Jane Wanjiru,15,6,1376.6158703144215,2025-06-15
2025-06-15 15:31:23.631570,Courvoisier,Cognac,1,8191,5679.914383115014,8191,5679.914383115014,David Kiprop,15,6,2511.085616884986,2025-06-15
2025-06-15 15:31:23.631570,Jack Daniels,Whisky,2,6515,4098.957888221489,13030,8197.915776442978,Peter Omondi,15,6,4832.084223557022,2025-06-15
2025-06-15 16:31:23.631570,KWV Red,Wine,1,846,525.1570074278189,846,525.1570074278189,Michael Otieno,16,6,320.84299257218106,2025-06-15
2025-06-15 16:31:23.631570,Drostdy-Hof,Wine,3,1068,755.2781356896284,3204,2265.834407068885,Mary Akinyi,16,6,938.165592931115,2025-06-15
2025-06-15 16:31:23.631570,Hendricks,Gin,2,2782,1782.2182984516635,5564,3564.436596903327,Michael Otieno,16,6,1999.563403096673,2025-06-15
2025-06-15 16:31:23.631570,Four Cousins,Wine,1,1881,1135.7527122546712,1881,1135.7527122546712,Michael Otieno,16,6,745.2472877453288,2025-06-15
2025-06-15 16:31:23.631570,Hennessy VS,Cognac,1,10808,7179.183426772903,10808,7179.183426772903,Sarah Njeri,16,6,3628.8165732270973,2025-06-15
2025-06-15 16:31:23.631570,Drostdy-Hof,Wine,1,2731,1709.590018217022,2731,1709.590018217022,John Kamau,16,6,1021.4099817829781,2025-06-15
2025-06-15 16:31:23.631570,Glenfiddich 12,Whisky,1,1712,1088.777393831621,1712,1088.777393831621,Sarah Njeri,16,6,623.2226061683789,2025-06-15
2025-06-15 16:31:23.631570,Absolut,Vodka,2,2141,1496.6223875328994,4282,2993.244775065799,Sarah Njeri,16,6,1288.7552249342011,2025-06-15
2025-06-15 16:31:23.631570,Skyy,Vodka,3,1896,1347.4578831082767,5688,4042.3736493248302,Michael Otieno,16,6,1645.6263506751698,2025-06-15
2025-06-15 16:31:23.631570,Courvoisier,Cognac,1,12162,8629.010725203725,12162,8629.010725203725,Jane Wanjiru,16,6,3532.989274796275,2025-06-15
2025-06-15 17:31:23.631570,Tanqueray,Gin,1,4247,2649.265719470649,4247,2649.265719470649,John Kamau,17,6,1597.734280529351,2025-06-15
2025-06-15 17:31:23.631570,Jameson,Whisky,1,3944,2420.7083273352323,3944,2420.7083273352323,Sarah Njeri,17,6,1523.2916726647677,2025-06-15
2025-06-15 17:31:23.631570,Hendricks,Gin,1,4218,3072.049911503764,4218,3072.049911503764,David Kiprop,17,6,1145.9500884962358,2025-06-15
2025-06-15 17:31:23.631570,Hennessy VS,Cognac,1,13751,8285.997346693259,13751,8285.997346693259,John Kamau,17,6,5465.002653306741,2025-06-15
2025-06-15 17:31:23.631570,Four Cousins,Wine,1,3321,2228.4599626143386,3321,2228.4599626143386,Peter Omondi,17,6,1092.5400373856614,2025-06-15
2025-06-15 17:31:23.631570,Drostdy-Hof,Wine,1,2112,1473.0483026612274,2112,1473.0483026612274,Michael Otieno,17,6,638.9516973387726,2025-06-15
2025-06-15 18:31:23.631570,Chivas Regal,Whisky,2,7865,5765.061186914872,15730,11530.122373829745,Sarah Njeri,18,6,4199.877626170255,2025-06-15
2025-06-15 18:31:23.631570,Nederburg Cabernet,Wine,1,3289,2239.501864168171,3289,2239.501864168171,Grace Muthoni,18,6,1049.4981358318291,2025-06-15
2025-06-15 18:31:23.631570,Russian Standard,Vodka,1,1515,1123.499367136432,1515,1123.499367136432,Peter Omondi,18,6,391.50063286356794,2025-06-15
2025-06-15 18:31:23.631570,Courvoisier,Cognac,1,11587,8344.289921622745,11587,8344.289921622745,John Kamau,18,6,3242.710078377255,2025-06-15
2025-06-15 18:31:23.631570,Russian Standard,Vodka,1,2931,2041.4216652381806,2931,2041.4216652381806,John Kamau,18,6,889.5783347618194,2025-06-15
2025-06-15 18:31:23.631570,Jameson,Whisky,2,5200,3760.098791080285,10400,7520.19758216057,Jane Wanjiru,18,6,2879.80241783943,2025-06-15
2025-06-15 18:31:23.631570,Jack Daniels,Whisky,1,6587,4901.904336586218,6587,4901.904336586218,Peter Omondi,18,6,1685.095663413782,2025-06-15
2025-06-15 18:31:23.631570,Nederburg Cabernet,Wine,1,1866,1139.0142281149588,1866,1139.0142281149588,Sarah Njeri,18,6,726.9857718850412,2025-06-15
2025-06-15 18:31:23.631570,Tusker,Beer,1,244,147.82605064255455,244,147.82605064255455,Michael Otieno,18,6,96.17394935744545,2025-06-15
2025-06-15 18:31:23.631570,Drostdy-Hof,Wine,1,1553,948.3833956588103,1553,948.3833956588103,Sarah Njeri,18,6,604.6166043411897,2025-06-15
2025-06-15 18:31:23.631570,Martell,Cognac,1,11467,8052.609591316647,11467,8052.609591316647,Jane Wanjiru,18,6,3414.3904086833527,2025-06-15
2025-06-15 18:31:23.631570,Nederburg Cabernet,Wine,1,1217,820.7516372812613,1217,820.7516372812613,Sarah Njeri,18,6,396.2483627187387,2025-06-15
2025-06-15 18:31:23.631570,Johnnie Walker Black,Whisky,1,2025,1406.0413897093897,2025,1406.0413897093897,Sarah Njeri,18,6,618.9586102906103,2025-06-15
2025-06-15 18:31:23.631570,KWV Red,Wine,1,1212,803.1825885658922,1212,803.1825885658922,Michael Otieno,18,6,408.81741143410784,2025-06-15
2025-06-15 18:31:23.631570,Cellar Cask,Wine,1,1475,1051.0735138005398,1475,1051.0735138005398,Sarah Njeri,18,6,423.9264861994602,2025-06-15
2025-06-15 18:31:23.631570,Bombay Sapphire,Gin,1,3339,2369.845778241825,3339,2369.845778241825,Michael Otieno,18,6,969.154221758175,2025-06-15
2025-06-15 18:31:23.631570,Chivas Regal,Whisky,1,2771,1985.3160471324109,2771,1985.3160471324109,Peter Omondi,18,6,785.6839528675891,2025-06-15
2025-06-15 18:31:23.631570,Cellar Cask,Wine,2,2487,1701.8043695042347,4974,3403.6087390084695,Peter Omondi,18,6,1570.3912609915305,2025-06-15
2025-06-15 18:31:23.631570,Jameson,Whisky,1,5051,3599.497464512228,5051,3599.497464512228,Jane Wanjiru,18,6,1451.502535487772,2025-06-15
2025-06-15 18:31:23.631570,Hendricks,Gin,1,3364,2209.0019959645583,3364,2209.0019959645583,David Kiprop,18,6,1154.9980040354417,2025-06-15
2025-06-15 18:31:23.631570,Jameson,Whisky,1,5152,3729.886329808063,5152,3729.886329808063,Jane Wanjiru,18,6,1422.1136701919372,2025-06-15
2025-06-15 18:31:23.631570,Corona,Beer,1,235,144.5244672724557,235,144.5244672724557,Michael Otieno,18,6,90.4755327275443,2025-06-15
2025-06-15 18:31:23.631570,Guinness,Beer,1,249,183.2160168192595,249,183.2160168192595,Mary Akinyi,18,6,65.7839831807405,2025-06-15
2025-06-15 18:31:23.631570,Jameson,Whisky,1,5371,3993.4466331021295,5371,3993.4466331021295,John Kamau,18,6,1377.5533668978705,2025-06-15
2025-06-15 18:31:23.631570,Courvoisier,Cognac,3,5282,3623.5348387600798,15846,10870.60451628024,Mary Akinyi,18,6,4975.39548371976,2025-06-15
2025-06-15 19:31:23.631570,Jack Daniels,Whisky,1,4340,2817.960619035815,4340,2817.960619035815,John Kamau,19,6,1522.039380964185,2025-06-15
2025-06-15 19:31:23.631570,Tanqueray,Gin,1,4038,2995.9100346234395,4038,2995.9100346234395,Peter Omondi,19,6,1042.0899653765605,2025-06-15
2025-06-15 19:31:23.631570,Ciroc,Vodka,2,2167,1329.8465437959767,4334,2659.6930875919534,John Kamau,19,6,1674.3069124080466,2025-06-15
2025-06-15 19:31:23.631570,Martell,Cognac,3,7661,5741.0743867791525,22983,17223.223160337457,Peter Omondi,19,6,5759.776839662543,2025-06-15
2025-06-15 19:31:23.631570,Corona,Beer,1,271,198.68517502912488,271,198.68517502912488,Jane Wanjiru,19,6,72.31482497087512,2025-06-15
2025-06-15 19:31:23.631570,White Cap,Beer,2,384,286.19435197291017,768,572.3887039458203,John Kamau,19,6,195.61129605417966,2025-06-15
2025-06-15 19:31:23.631570,Skyy,Vodka,2,4080,2826.3494547495516,8160,5652.698909499103,David Kiprop,19,6,2507.301090500897,2025-06-15
2025-06-15 19:31:23.631570,Hennessy XO,Cognac,2,14016,9305.414717138689,28032,18610.829434277377,Grace Muthoni,19,6,9421.170565722623,2025-06-15
2025-06-15 19:31:23.631570,Drostdy-Hof,Wine,1,1991,1440.048506707065,1991,1440.048506707065,David Kiprop,19,6,550.9514932929351,2025-06-15
2025-06-15 19:31:23.631570,Four Cousins,Wine,1,3481,2356.633258982733,3481,2356.633258982733,Grace Muthoni,19,6,1124.366741017267,2025-06-15
2025-06-15 19:31:23.631570,Ciroc,Vodka,3,2445,1604.2638143435572,7335,4812.791443030672,Mary Akinyi,19,6,2522.208556969328,2025-06-15
2025-06-15 19:31:23.631570,Tanqueray,Gin,2,2956,1878.5462148786337,5912,3757.0924297572674,Grace Muthoni,19,6,2154.9075702427326,2025-06-15
2025-06-15 19:31:23.631570,Russian Standard,Vodka,3,4398,3135.8035888153236,13194,9407.41076644597,David Kiprop,19,6,3786.58923355403,2025-06-15
2025-06-15 19:31:23.631570,Hennessy XO,Cognac,2,5641,3792.1625218658364,11282,7584.325043731673,John Kamau,19,6,3697.674956268327,2025-06-15
2025-06-15 19:31:23.631570,Johnnie Walker Black,Whisky,1,4123,2736.1601016187924,4123,2736.1601016187924,Michael Otieno,19,6,1386.8398983812076,2025-06-15
2025-06-15 19:31:23.631570,White Cap,Beer,1,239,158.97509862490452,239,158.97509862490452,John Kamau,19,6,80.02490137509548,2025-06-15
2025-06-15 19:31:23.631570,Jack Daniels,Whisky,1,5468,3665.195458563582,5468,3665.195458563582,Peter Omondi,19,6,1802.8045414364178,2025-06-15
2025-06-15 19:31:23.631570,Guinness,Beer,2,207,148.02140018902116,414,296.04280037804233,Grace Muthoni,19,6,117.95719962195767,2025-06-15
2025-06-15 20:31:23.631570,Chivas Regal,Whisky,2,3158,2171.141784026525,6316,4342.28356805305,David Kiprop,20,6,1973.7164319469503,2025-06-15
2025-06-15 20:31:23.631570,Martell,Cognac,1,14977,10059.410388106975,14977,10059.410388106975,John Kamau,20,6,4917.589611893025,2025-06-15
2025-06-15 20:31:23.631570,Martell,Cognac,2,10076,6383.542750338301,20152,12767.085500676601,Peter Omondi,20,6,7384.914499323399,2025-06-15
2025-06-15 20:31:23.631570,Absolut,Vodka,2,1133,845.9942186547884,2266,1691.9884373095767,Grace Muthoni,20,6,574.0115626904233,2025-06-15
